zip,fips,county,place,pop_2018,factor
33848,12097,Osceola,"Intercession City, FL (PO Boxes)",851,1
33896,12097,Osceola,"Four Corners, FL",653,0.0984
34739,12097,Osceola,"Kenansville, FL",793,1
34741,12097,Osceola,"Kissimmee, FL",40828,1
34743,12097,Osceola,"Buenaventura Lakes, FL",33632,1
34744,12097,Osceola,"Kissimmee, FL",44142,1
34746,12097,Osceola,"Kissimmee, FL",35022,1
34747,12097,Osceola,"Celebration, FL",13692,1
34758,12097,Osceola,"Poinciana, FL",30879,1
34759,12097,Osceola,"Poinciana, FL",6476,0.2147
34769,12097,Osceola,"St. Cloud, FL",21399,1
34771,12097,Osceola,"Saint Cloud, FL",14280,1
34772,12097,Osceola,"St. Cloud, FL",22770,1
34773,12097,Osceola,"Saint Cloud, FL",2983,1
34972,12097,Osceola,"Okeechobee, FL",285,0.0141
33401,12099,Palm Beach,"West Palm Beach, FL",24879,1
33403,12099,Palm Beach,"Lake Park, FL",12042,1
33404,12099,Palm Beach,"Riviera Beach, FL",27489,1
33405,12099,Palm Beach,"West Palm Beach, FL",19155,1
33406,12099,Palm Beach,"West Palm Beach, FL",26312,1
33407,12099,Palm Beach,"West Palm Beach, FL",29659,1
33408,12099,Palm Beach,"North Palm Beach, FL",16921,1
33409,12099,Palm Beach,"West Palm Beach, FL",29140,1
33410,12099,Palm Beach,"Palm Beach Gardens, FL",32570,1
33411,12099,Palm Beach,"Royal Palm Beach, FL",65245,1
33412,12099,Palm Beach,"The Acreage, FL",14414,1
33413,12099,Palm Beach,"Greenacres, FL",15162,1
33414,12099,Palm Beach,"Wellington, FL",53718,1
33415,12099,Palm Beach,"West Palm Beach, FL",44963,1
33417,12099,Palm Beach,"West Palm Beach, FL",29156,1
33418,12099,Palm Beach,"Palm Beach Gardens, FL",36017,1
33426,12099,Palm Beach,"Boynton Beach, FL",20082,1
33428,12099,Palm Beach,"Boca Raton, FL",38548,1
33430,12099,Palm Beach,"Belle Glade, FL",21427,1
33431,12099,Palm Beach,"Boca Raton, FL",18290,1
33432,12099,Palm Beach,"Boca Raton, FL",18715,1
33433,12099,Palm Beach,"Boca Raton, FL",41722,1
33434,12099,Palm Beach,"Boca Raton, FL",19260,1
33435,12099,Palm Beach,"Boynton Beach, FL",32104,1
33436,12099,Palm Beach,"Boynton Beach, FL",41896,1
33437,12099,Palm Beach,"Boynton Beach, FL",35938,1
33438,12099,Palm Beach,"Canal Point, FL",428,0.9325
33440,12099,Palm Beach,"Clewiston, FL",265,0.0134
33444,12099,Palm Beach,"Delray Beach, FL",20221,1
33445,12099,Palm Beach,"Delray Beach, FL",29754,1
33446,12099,Palm Beach,"Delray Beach, FL",22088,1
33449,12099,Palm Beach,"Lake Worth, FL",10817,1
33458,12099,Palm Beach,"Jupiter, FL",48435,0.9805
33460,12099,Palm Beach,"Lake Worth, FL",30790,1
33461,12099,Palm Beach,"Lake Worth, FL",40748,1
33462,12099,Palm Beach,"Lantana, FL",30879,1
33463,12099,Palm Beach,"Lake Worth, FL",53766,1
33467,12099,Palm Beach,"Lake Worth, FL",48808,1
33469,12099,Palm Beach,"Jupiter, FL",9708,0.6719
33470,12099,Palm Beach,"The Acreage, FL",26551,1
33472,12099,Palm Beach,"Boynton Beach, FL",19100,1
33473,12099,Palm Beach,"Boynton Beach, FL",6265,1
33476,12099,Palm Beach,"Pahokee, FL",7669,1
33477,12099,Palm Beach,"Jupiter, FL",13074,1
33478,12099,Palm Beach,"Jupiter Farms, FL",12259,0.965
33480,12099,Palm Beach,"Palm Beach, FL",9549,1
33483,12099,Palm Beach,"Delray Beach, FL",12093,1
33484,12099,Palm Beach,"Delray Beach, FL",23443,1
33486,12099,Palm Beach,"Boca Raton, FL",21720,1
33487,12099,Palm Beach,"Boca Raton, FL",16421,1
33493,12099,Palm Beach,"South Bay, FL",4926,1
33496,12099,Palm Beach,"Boca Raton, FL",20969,1
33498,12099,Palm Beach,"Boca Raton, FL",14557,1
33523,12101,Pasco,"Dade City, FL",13928,0.7606
33525,12101,Pasco,"Dade City, FL",18439,1
33540,12101,Pasco,"Zephyrhills, FL",8668,0.9904
33541,12101,Pasco,"Zephyrhills, FL",19759,1
33542,12101,Pasco,"Zephyrhills, FL",20824,1
33543,12101,Pasco,"Wesley Chapel, FL",21898,1
33544,12101,Pasco,"Wesley Chapel, FL",22800,1
33545,12101,Pasco,"Wesley Chapel, FL",13996,1
33548,12101,Pasco,"Lutz, FL",156,0.0269
33549,12101,Pasco,"Lutz, FL",3808,0.2361
33556,12101,Pasco,"Keystone, FL",6264,0.2845
33558,12101,Pasco,"Cheval, FL",2922,0.1456
33559,12101,Pasco,"Land O Lakes, FL",7256,0.4703
33576,12101,Pasco,"San Antonio, FL",3784,1
33597,12101,Pasco,"Webster, FL",42,0.0052
34610,12101,Pasco,"Shady Hills, FL",12907,1
34637,12101,Pasco,"Land O Lakes, FL",6297,1
34638,12101,Pasco,"Land O Lakes, FL",20048,1
34639,12101,Pasco,"Land O Lakes, FL",24092,1
34652,12101,Pasco,"Elfers, FL",24147,1
34653,12101,Pasco,"New Port Richey, FL",30756,1
34654,12101,Pasco,"New Port Richey, FL",21716,1
34655,12101,Pasco,"New Port Richey, FL",38464,1
34667,12101,Pasco,"Hudson, FL",32144,1
34668,12101,Pasco,"Jasmine Estates, FL",42619,1
34669,12101,Pasco,"Hudson, FL",12648,1
34679,12101,Pasco,"Aripeka, FL (PO Boxes)",99,1
34690,12101,Pasco,"Holiday, FL",13137,1
34691,12101,Pasco,"Holiday, FL",21079,1
33701,12103,Pinellas,"St. Petersburg, FL",15014,1
33702,12103,Pinellas,"St. Petersburg, FL",29664,1
33703,12103,Pinellas,"St. Petersburg, FL",23680,1
33704,12103,Pinellas,"St. Petersburg, FL",16098,1
33705,12103,Pinellas,"St. Petersburg, FL",26435,1
33706,12103,Pinellas,"St. Pete Beach, FL",15901,1
33707,12103,Pinellas,"Gulfport, FL",24599,1
33708,12103,Pinellas,"Madeira Beach, FL",15447,1
33709,12103,Pinellas,"West Lealman, FL",26023,1
33710,12103,Pinellas,"St. Petersburg, FL",32780,1
33711,12103,Pinellas,"St. Petersburg, FL",19162,1
33712,12103,Pinellas,"St. Petersburg, FL",25066,1
33713,12103,Pinellas,"St. Petersburg, FL",29812,1
33714,12103,Pinellas,"Lealman, FL",18531,1
33715,12103,Pinellas,"Tierra Verde, FL",7407,1
33716,12103,Pinellas,"St. Petersburg, FL",15424,1
33744,12103,Pinellas,"Bay Pines, FL",148,1
33755,12103,Pinellas,"Clearwater, FL",26146,1
33756,12103,Pinellas,"Clearwater, FL",31275,1
33759,12103,Pinellas,"Clearwater, FL",17820,1
33760,12103,Pinellas,"Largo, FL",15133,1
33761,12103,Pinellas,"Clearwater, FL",18167,1
33762,12103,Pinellas,"Feather Sound, FL",8499,1
33763,12103,Pinellas,"Clearwater, FL",17887,1
33764,12103,Pinellas,"Clearwater, FL",24045,1
33765,12103,Pinellas,"Clearwater, FL",13275,1
33767,12103,Pinellas,"Clearwater, FL",8007,1
33770,12103,Pinellas,"Largo, FL",25281,1
33771,12103,Pinellas,"Largo, FL",29839,1
33772,12103,Pinellas,"Seminole, FL",22981,1
33773,12103,Pinellas,"Largo, FL",16826,1
33774,12103,Pinellas,"Largo, FL",17712,1
33776,12103,Pinellas,"Seminole, FL",12402,1
33777,12103,Pinellas,"Bardmoor, FL",17140,1
33778,12103,Pinellas,"Largo, FL",14263,1
33781,12103,Pinellas,"Pinellas Park, FL",25922,1
33782,12103,Pinellas,"Pinellas Park, FL",20850,1
33785,12103,Pinellas,"Indian Rocks Beach, FL",5533,1
33786,12103,Pinellas,"Belleair Beach, FL",1669,1
34677,12103,Pinellas,"Oldsmar, FL",20842,1
34681,12103,Pinellas,"Palm Harbor, FL",1294,1
34683,12103,Pinellas,"Palm Harbor, FL",31268,1
34684,12103,Pinellas,"Palm Harbor, FL",25847,1
34685,12103,Pinellas,"East Lake, FL",17286,1
34688,12103,Pinellas,"East Lake, FL",7274,1
34689,12103,Pinellas,"Tarpon Springs, FL",26132,1
34695,12103,Pinellas,"Safety Harbor, FL",17496,1
34698,12103,Pinellas,"Dunedin, FL",37240,1
33801,12105,Polk,"Lakeland, FL",33741,1
33803,12105,Polk,"Lakeland, FL",27094,1
33805,12105,Polk,"Lakeland, FL",23153,1
33809,12105,Polk,"Lakeland, FL",28929,1
33810,12105,Polk,"Lakeland, FL",43957,0.9933
33811,12105,Polk,"Lakeland, FL",20980,1
33812,12105,Polk,"Highland City, FL",13166,1
33813,12105,Polk,"Lakeland Highlands, FL",31698,1
33815,12105,Polk,"Lakeland, FL",14267,1
33823,12105,Polk,"Auburndale, FL",28874,1
33825,12105,Polk,"Avon Park, FL",1825,0.0732
33827,12105,Polk,"Babson Park, FL",3036,1
33830,12105,Polk,"Bartow, FL",27542,1
33834,12105,Polk,"Bowling Green, FL",246,0.033
33837,12105,Polk,"Davenport, FL",20234,1
33838,12105,Polk,"Dundee, FL",3515,1
33839,12105,Polk,"Eagle Lake, FL",2756,1
33841,12105,Polk,"Fort Meade, FL",8722,1
33843,12105,Polk,"Frostproof, FL",11093,1
33844,12105,Polk,"Haines City, FL",33804,1
33847,12105,Polk,"Homeland, FL",227,1
33849,12105,Polk,"Kathleen, FL",856,1
33850,12105,Polk,"Lake Alfred, FL",7519,1
33851,12105,Polk,"Lake Hamilton, FL",907,1
33853,12105,Polk,"Lake Wales, FL",11161,1
33854,12105,Polk,"Fedhaven, FL",194,1
33855,12105,Polk,"Indian Lake Estates, FL",43,1
33856,12105,Polk,"Nalcrest, FL",487,1
33859,12105,Polk,"Lake Wales, FL",10582,1
33860,12105,Polk,"Fuller Heights, FL",22886,1
33867,12105,Polk,"River Ranch, FL",106,1
33868,12105,Polk,"Polk City, FL",11720,1
33877,12105,Polk,"Waverly, FL",276,1
33880,12105,Polk,"Winter Haven, FL",37798,1
33881,12105,Polk,"Winter Haven, FL",29345,1
33884,12105,Polk,"Winter Haven, FL",28763,1
33896,12105,Polk,"Four Corners, FL",5980,0.9016
33897,12105,Polk,"Davenport, FL",14117,1
33898,12105,Polk,"Lake Wales, FL",15355,1
34714,12105,Polk,"Four Corners, FL",1447,0.0985
34759,12105,Polk,"Poinciana, FL",23694,0.7853
32043,12107,Putnam,"Green Cove Springs, FL",172,0.007
32112,12107,Putnam,"Crescent City, FL",7713,1
32131,12107,Putnam,"East Palatka, FL",4701,1
32134,12107,Putnam,"Fort Mc Coy, FL",234,0.0289
32139,12107,Putnam,"Georgetown, FL",1129,1
32140,12107,Putnam,"Florahome, FL",1741,1
32147,12107,Putnam,"Hollister, FL (PO Boxes)",593,1
32148,12107,Putnam,"Interlachen, FL",11201,1
32157,12107,Putnam,"Lake Como, FL (PO Boxes)",407,1
32177,12107,Putnam,"Palatka, FL",27132,1
32181,12107,Putnam,"Pomona Park, FL",2551,1
32187,12107,Putnam,"San Mateo, FL",1713,1
32189,12107,Putnam,"Satsuma, FL",5807,1
32193,12107,Putnam,"Welaka, FL",825,1
32640,12107,Putnam,"Hawthorne, FL",5610,0.5338
32666,12107,Putnam,"Melrose, FL",2835,0.4792
32033,12109,St. Johns,"Elkton, FL",4118,1
32080,12109,St. Johns,"St. Augustine Beach, FL",20165,1
32081,12109,St. Johns,"Nocatee, FL",4524,1
32082,12109,St. Johns,"Palm Valley, FL",28996,1
32084,12109,St. Johns,"Saint Augustine, FL",29729,1
32086,12109,St. Johns,"Saint Augustine, FL",24546,1
32092,12109,St. Johns,"Saint Augustine, FL",28242,1
32095,12109,St. Johns,"Saint Augustine, FL",7302,1
32145,12109,St. Johns,"Flagler Estates, FL",5456,1
32224,12109,St. Johns,"Jacksonville, FL",44,0.0011
32259,12109,St. Johns,"Fruit Cove, FL",36917,1
34945,12111,St. Lucie,"Fort Pierce, FL",5514,1
34946,12111,St. Lucie,"Fort Pierce North, FL",6025,1
34947,12111,St. Lucie,"Fort Pierce, FL",12186,1
34949,12111,St. Lucie,"Fort Pierce, FL",7103,1
34950,12111,St. Lucie,"Fort Pierce, FL",15436,1
34951,12111,St. Lucie,"Lakewood Park, FL",14115,1
34952,12111,St. Lucie,"Port St. Lucie, FL",38285,1
34953,12111,St. Lucie,"Port St. Lucie, FL",61494,1
34957,12111,St. Lucie,"Jensen Beach, FL",5649,0.2538
34972,12111,St. Lucie,"Okeechobee, FL",29,0.0014
34981,12111,St. Lucie,"Fort Pierce, FL",4239,1
34982,12111,St. Lucie,"Fort Pierce, FL",24544,1
34983,12111,St. Lucie,"Port St. Lucie, FL",38480,1
34984,12111,St. Lucie,"Port St. Lucie, FL",13764,1
34986,12111,St. Lucie,"Port St. Lucie, FL",23297,1
34987,12111,St. Lucie,"Port St. Lucie, FL",6118,1
34990,12111,St. Lucie,"Palm City, FL",983,0.0355
34994,12111,St. Lucie,"Stuart, FL",528,0.0331
32530,12113,Santa Rosa,"Bagdad, FL",38,1
32531,12113,Santa Rosa,"Baker, FL",40,0.0076
32561,12113,Santa Rosa,"Gulf Breeze, FL",5763,0.7296
32563,12113,Santa Rosa,"Midway, FL",22406,1
32564,12113,Santa Rosa,"Holt, FL",449,0.1558
32565,12113,Santa Rosa,"Jay, FL",5719,1
32566,12113,Santa Rosa,"Navarre, FL",33671,1
32570,12113,Santa Rosa,"Milton, FL",28817,1
32571,12113,Santa Rosa,"Pace, FL",28881,1
32583,12113,Santa Rosa,"East Milton, FL",25586,1
34223,12115,Sarasota,"Englewood, FL",14149,0.8385
34224,12115,Sarasota,"Englewood, FL",46,0.003
34228,12115,Sarasota,"Longboat Key, FL",4490,0.6519
34229,12115,Sarasota,"Osprey, FL",7192,1
34231,12115,Sarasota,"Gulf Gate Estates, FL",30268,1
34232,12115,Sarasota,"Sarasota Springs, FL",30969,1
34233,12115,Sarasota,"Bee Ridge, FL",16653,1
34234,12115,Sarasota,"Sarasota, FL",19788,1
34235,12115,Sarasota,"The Meadows, FL",13640,1
34236,12115,Sarasota,"Sarasota, FL",12394,1
34237,12115,Sarasota,"Sarasota, FL",16304,1
34238,12115,Sarasota,"Sarasota, FL",17500,1
34239,12115,Sarasota,"Sarasota, FL",15038,1
34240,12115,Sarasota,"Sarasota, FL",11501,1
34241,12115,Sarasota,"Sarasota, FL",13590,1
34242,12115,Sarasota,"Siesta Key, FL",8865,1
34243,12115,Sarasota,"Sarasota, FL",4577,0.1753
34251,12115,Sarasota,"Myakka City, FL",86,0.0135
34266,12115,Sarasota,"Arcadia, FL",28,0.0009
34275,12115,Sarasota,"Laurel, FL",16245,1
34285,12115,Sarasota,"Venice, FL",17599,1
34286,12115,Sarasota,"North Port, FL",17970,1
34287,12115,Sarasota,"North Port, FL",23859,1
34288,12115,Sarasota,"North Port, FL",10856,1
34289,12115,Sarasota,"North Port, FL",2199,1
34291,12115,Sarasota,"North Port, FL",7125,1
34292,12115,Sarasota,"Venice, FL",13516,1
34293,12115,Sarasota,"South Venice, FL",33001,1
32701,12117,Seminole,"Altamonte Springs, FL",21577,1
32703,12117,Seminole,"Apopka, FL",11087,0.2399
32707,12117,Seminole,"Casselberry, FL",35335,1
32708,12117,Seminole,"Winter Springs, FL",42012,1
32714,12117,Seminole,"Altamonte Springs, FL",34862,1
32730,12117,Seminole,"Fern Park, FL",5354,1
32732,12117,Seminole,"Geneva, FL",5589,1
32746,12117,Seminole,"Lake Mary, FL",40571,1
32750,12117,Seminole,"Longwood, FL",22713,1
32751,12117,Seminole,"Maitland, FL",5831,0.2926
32765,12117,Seminole,"Oviedo, FL",56349,1
32766,12117,Seminole,"Oviedo, FL",15698,1
32771,12117,Seminole,"Sanford, FL",49481,1
32773,12117,Seminole,"Sanford, FL",28787,1
32779,12117,Seminole,"Wekiwa Springs, FL",27556,1
32792,12117,Seminole,"Winter Park, FL",19916,0.4245
32159,12119,Sumter,"Lady Lake, FL",8782,0.3042
32162,12119,Sumter,"The Villages, FL",37172,0.8228
33513,12119,Sumter,"Bushnell, FL",12086,1
33514,12119,Sumter,"Center Hill, FL",1811,1
33521,12119,Sumter,"Coleman, FL",599,1
33538,12119,Sumter,"Lake Panasoffkee, FL",4789,1
33585,12119,Sumter,"Sumterville, FL",1058,1
33597,12119,Sumter,"Webster, FL",6648,0.8283
34484,12119,Sumter,"Oxford, FL",3069,1
34785,12119,Sumter,"Wildwood, FL",17406,1
32008,12121,Suwannee,"Branford, FL",2564,0.483
32024,12121,Suwannee,"Lake City, FL",2098,0.112
32060,12121,Suwannee,"Live Oak, FL",21363,1
32062,12121,Suwannee,"Mc Alpin, FL",2449,1
32064,12121,Suwannee,"Live Oak, FL",6860,1
32071,12121,Suwannee,"O Brien, FL",3671,1
32094,12121,Suwannee,"Wellborn, FL",2519,0.9247
32096,12121,Suwannee,"White Springs, FL",27,0.0102
32331,12123,Taylor,"Greenville, FL",534,0.1259
32336,12123,Taylor,"Lamont, FL",161,0.1157
32347,12123,Taylor,"Perry, FL",8057,1
32348,12123,Taylor,"Perry, FL",12442,1
32356,12123,Taylor,"Salem, FL (PO Boxes)",129,1
32359,12123,Taylor,"Steinhatchee, FL",1236,0.7182
32054,12125,Union,"Lake Butler, FL",11793,0.9582
32058,12125,Union,"Lawtey, FL",141,0.0319
32083,12125,Union,"Raiford, FL",3348,0.7139
32697,12125,Union,"Worthington Springs, FL (PO Boxes)",253,1
32102,12127,Volusia,"Astor, FL",566,0.2207
32114,12127,Volusia,"Daytona Beach, FL",32084,1
32117,12127,Volusia,"Holly Hill, FL",24170,1
32118,12127,Volusia,"Daytona Beach, FL",16961,1
32119,12127,Volusia,"South Daytona, FL",20189,1
32124,12127,Volusia,"Daytona Beach, FL",5986,1
32127,12127,Volusia,"Port Orange, FL",29413,1
32128,12127,Volusia,"Port Orange, FL",16910,1
32129,12127,Volusia,"Port Orange, FL",20104,1
32130,12127,Volusia,"De Leon Springs, FL",5474,1
32132,12127,Volusia,"Edgewater, FL",7265,1
32136,12127,Volusia,"Flagler Beach, FL",185,0.0261
32141,12127,Volusia,"Edgewater, FL",17603,1
32168,12127,Volusia,"New Smyrna Beach, FL",23642,1
32169,12127,Volusia,"New Smyrna Beach, FL",9816,1
32174,12127,Volusia,"Ormond Beach, FL",45802,0.9632
32176,12127,Volusia,"Ormond-by-the-Sea, FL",14339,1
32180,12127,Volusia,"Pierson, FL",4204,0.9967
32190,12127,Volusia,"Seville, FL",1170,1
32713,12127,Volusia,"DeBary, FL",19491,1
32720,12127,Volusia,"Deland, FL",27218,0.9164
32724,12127,Volusia,"DeLand, FL",31826,1
32725,12127,Volusia,"Deltona, FL",44905,1
32738,12127,Volusia,"Deltona, FL",43830,1
32744,12127,Volusia,"Lake Helen, FL",3588,1
32754,12127,Volusia,"Mims, FL",598,0.0529
32759,12127,Volusia,"Oak Hill, FL",2871,1
32763,12127,Volusia,"Orange City, FL",21263,1
32764,12127,Volusia,"Osteen, FL",3120,1
32327,12129,Wakulla,"Crawfordville, FL",26943,0.9996
32346,12129,Wakulla,"Panacea, FL",1459,0.8618
32355,12129,Wakulla,"St. Marks, FL",312,1
32358,12129,Wakulla,"Sopchoppy, FL",2061,0.9608
32413,12131,Walton,"Panama City Beach, FL",1115,0.0849
32433,12131,Walton,"Defuniak Springs, FL",16025,1
32435,12131,Walton,"Defuniak Springs, FL",6651,1
32439,12131,Walton,"Freeport, FL",7715,1
32455,12131,Walton,"Ponce De Leon, FL",2622,0.5536
32459,12131,Walton,"Santa Rosa Beach, FL",11457,1
32461,12131,Walton,"Rosemary Beach, FL",13,1
32462,12131,Walton,"Vernon, FL",180,0.0528
32464,12131,Walton,"Westville, FL",564,0.1412
32539,12131,Walton,"Crestview, FL",509,0.0203
32550,12131,Walton,"Miramar Beach, FL",5867,1
32567,12131,Walton,"Laurel Hill, FL",1485,0.4231
32578,12131,Walton,"Niceville, FL",840,0.0279
32420,12133,Washington,"Alford, FL",20,0.0093
32425,12133,Washington,"Bonifay, FL",1140,0.0799
32427,12133,Washington,"Caryville, FL",1475,1
32428,12133,Washington,"Chipley, FL",17412,1
32431,12133,Washington,"Cottondale, FL",751,0.1507
32437,12133,Washington,"Ebro, FL",565,0.8321
32438,12133,Washington,"Fountain, FL",46,0.0113
32462,12133,Washington,"Vernon, FL",3191,0.9352
32463,12133,Washington,"Wausau, FL",114,1
32466,12133,Washington,"Youngstown, FL",182,0.0323
